summit_id,name,elevation,isolation,prominence,latitude,longtitude,type,county,state,type_str
4134,Zenobia Peak,9005,23.76,2395,40.60690,-108.87010,2,Moffat County,CO,peak
4415,Crampton Mountain,8745,1.56,405,38.52870,-105.47460,1,Fremont County,CO,mountain
4934,Poverty Mountain,8300,1.38,400,38.40280,-105.45180,1,Fremont County,CO,mountain
6996,"Lester, Mount",12342,2.18,1202,43.06570,-109.62350,0,Sublette County,WY,mount
7719,"Hunt, Mount",10783,0.89,663,43.63070,-110.86130,0,Teton County,WY,mount
7827,Housetop Mountain,10537,2.47,957,43.62430,-110.94700,1,Teton County,WY,mountain
7928,Coal Mine Mountain,10366,2.01,498,42.69730,-110.55260,1,Sublette County,WY,mountain
127,Arrow Peak,13803,0.47,943,37.69280,-107.61020,2,San Juan County,CO,peak
2313,Chalk Mountain,11146,4.62,766,39.11250,-107.65920,1,Delta County,CO,mountain
184,Rolling Mountain,13693,2.08,913,37.76600,-107.82590,1,San Juan County,CO,mountain
281,White Rock Mountain,13540,2.81,800,38.98070,-106.92750,1,Gunnison County,CO,mountain
10116,Government Peak,7254,3.61,984,41.94630,-105.30970,2,Albany County,WY,peak
11477,Frazer Mountain,12163,1.99,223,36.58470,-105.42560,1,Taos County,NM,mountain
11632,Pajarito Mountain,10441,4.01,931,35.88800,-106.40130,1,Sandoval County,NM,mountain
11906,Fox Mountain,9383,15.32,1203,34.07800,-108.70520,1,Catron County,NM,mountain
11948,Black Mountain,9287,15.73,1387,33.37790,-108.22750,1,Catron County,NM,mountain
12632,Madrid Peak,8269,1.58,179,36.93730,-104.16360,2,Colfax County,NM,peak
12708,Boundary Peak,8190,0.93,200,35.76480,-106.35690,2,Sandoval County,NM,peak
12809,Brushy Mountain,8114,3.02,464,36.71790,-105.74870,1,Taos County,NM,mountain
16790,Castle Peak,11815,27.33,4035,44.03980,-114.58670,2,Custer County,ID,peak
17340,Molybdenite Mountain,6784,12.40,2364,48.71000,-117.28600,1,Pend Oreille County,WA,mountain
17526,Weaver Peak,6574,19.24,2171,34.32720,-112.80990,2,Yavapai County,AZ,peak
18161,Heliotrope Mountain,11130,19.84,990,39.11500,-111.45380,1,Sanpete County,UT,mountain
18288,Lowe Peak,10589,3.70,1369,40.42550,-112.19880,2,Tooele County,UT,peak
20321,Burnt Mountain,7682,1.43,1302,37.40100,-113.15350,1,Washington County,UT,mountain
21671,Carter Peak,6718,6.20,818,38.87690,-111.87600,2,Sevier County,UT,peak
25191,Sugarloaf Peak,9586,1.54,926,45.94170,-114.30790,2,Ravalli County,MT,peak
26297,Threesuns Mountain,8205,2.04,725,48.49020,-113.65560,1,Flathead County,MT,mountain
26782,Spot Mountain,7831,0.94,131,48.53390,-113.35580,1,Glacier County,MT,mountain
28214,Tongue Mountain,6907,0.66,327,48.19670,-113.92640,1,Flathead County,MT,mountain
32285,"Dade, Mount",13620,0.42,240,37.38200,-118.77930,0,Inyo County,CA,mount
32311,"Newcomb, Mount",13422,0.90,594,36.54000,-118.29310,0,Tulare County,CA,mount
32422,Arrow Peak,12959,4.92,1313,36.92830,-118.49080,2,Fresno County,CA,peak
32764,"Hubbard, Mount",14950,21.29,8060,60.31940,-139.07260,0,Valdez-Cordova,AK,mount
35456,Rattlesnake Mountain,8177,2.67,877,43.62310,-115.57990,1,Elmore County,ID,mountain
35902,Bishop Mountain,7810,14.18,1375,44.33340,-111.55340,1,Fremont County,ID,mountain
38532,Grape Mountain,5896,4.62,1516,43.60830,-115.77140,1,Elmore County,ID,mountain
42956,Ferguson Mountain,7729,4.32,1299,40.45460,-114.19920,1,Elko County,NV,mountain
48711,Dark Peak,8504,1.34,244,48.25470,-120.88180,2,Chelan County,WA,peak
50747,Craggy Peak,5740,4.87,1400,46.26340,-121.85720,2,Skamania County,WA,peak
51208,Sawtooth Mountain,5353,2.17,493,46.07000,-121.77170,1,Skamania County,WA,mountain
52508,Stewart Peak,4300,1.53,480,48.78050,-121.99990,2,Whatcom County,WA,peak
52542,Miner Mountain,4246,1.86,866,48.63030,-121.99910,1,Skagit County,WA,mountain
52594,Blue Mountain,4203,0.53,143,48.01450,-118.01950,1,Stevens County,WA,mountain
54209,Ellis Mountain,2660,10.38,1920,48.15830,-124.31470,1,Clallam County,WA,mountain
54539,Burdoin Mountain,2260,6.77,310,45.72350,-121.44470,1,Klickitat County,WA,mountain
57288,Gold Mountain,8235,3.65,695,34.28840,-116.83940,1,San Bernardino County,CA,mountain
71244,Ramsey Peak,8737,2.27,675,31.43340,-110.33480,2,Cochise County,AZ,peak
71739,Jack Mountain,7460,1.02,200,31.69260,-110.86770,1,Santa Cruz County,AZ,mountain
79828,East Wing Mountain,1934,1.75,424,33.74210,-112.21190,1,Maricopa County,AZ,mountain
81653,Saddle Mountain,6180,3.62,840,44.52330,-121.88240,1,Linn County,OR,mountain
88483,Blue Mountain,3759,9.40,1939,43.87240,-74.40110,1,Hamilton County,NY,mountain
97344,Big Spencer Mountain,3210,12.86,1920,45.77550,-69.44310,1,Piscataquis County,ME,mountain
97521,Farrar Mountain,2524,5.15,1154,45.71350,-69.29040,1,Piscataquis County,ME,mountain
105327,Scott Mountain,2762,1.43,302,38.05810,-78.82240,1,Augusta County,VA,mountain
827,Hayden Peak,12987,0.29,207,38.03060,-107.90920,2,San Miguel County,CO,peak
952,Long Trek Mountain,12866,1.08,566,37.38590,-106.68030,1,Archuleta County,CO,mountain
988,Chrysolite Mountain,12822,1.48,722,38.66590,-106.34490,1,Chaffee County,CO,mountain
1698,Thunder Mountain,12060,0.60,400,40.48620,-105.85490,1,Grand County,CO,mountain
1782,Helmet Peak,11969,1.38,549,37.41120,-108.12730,2,Montezuma County,CO,peak
1830,W Mountain,11890,3.34,470,39.87420,-107.13730,1,Garfield County,CO,mountain
2037,Ramsey Peak,11582,1.45,82,40.52500,-105.61360,2,Larimer County,CO,peak
2266,Woodland Mountain,11220,1.52,80,39.95290,-105.65350,1,Boulder County,CO,mountain
2814,Ojito Peak,10458,2.83,478,37.32820,-105.28420,2,Costilla County,CO,peak
8336,Jelm Mountain,9656,9.00,1566,41.09720,-105.97640,1,Albany County,WY,mountain
3473,Eldorado Mountain,9660,2.44,40,39.95710,-105.56340,1,Boulder County,CO,mountain
3881,Emerald Mountain,9237,1.58,537,40.33070,-105.58720,1,Larimer County,CO,mountain
4153,Sugarloaf Mountain,8980,0.77,160,40.37710,-105.39010,1,Larimer County,CO,mountain
4607,Cold Spring Mountain,8602,3.83,302,40.89520,-108.87150,1,Moffat County,CO,mountain
4772,Sheep Mountain,8450,3.87,1108,40.41210,-105.31080,1,Larimer County,CO,mountain
5720,Wilds Peak,7496,2.20,76,39.52880,-105.17910,2,Jefferson County,CO,peak
6624,Carrizo Mountain,5478,12.02,338,37.17360,-103.10740,1,Las Animas County,CO,mountain
6863,"Helen, Mount",13620,0.91,840,43.15110,-109.63120,0,Sublette County,WY,mount
6914,Lizard Head Peak,12842,6.48,1902,42.79000,-109.19780,2,Fremont County,WY,peak
7005,Bighorn Peak,12324,5.21,1024,44.25440,-107.10700,2,Johnson County,WY,peak
170,La Garita Peak,13710,1.87,232,37.91780,-106.84140,2,Mineral County,CO,peak
395,Mariquita Peak,13405,1.43,385,37.23780,-105.15290,2,Las Animas County,CO,peak
457,De Anza Peak,13333,1.00,473,37.22420,-105.15890,2,Costilla County,CO,peak
159095,Saddle Peak,3005,4.83,2455,60.43220,-148.16990,2,Valdez-Cordova,AK,peak
8734,Jack Squirrel Peak,8942,1.99,642,42.23990,-105.53370,2,Albany County,WY,peak
11479,Lobo Peak,12115,5.37,940,36.61020,-105.54340,2,Taos County,NM,peak
12296,Palomas Peak,8685,3.01,585,35.23390,-106.40500,2,Sandoval County,NM,peak
14267,Twin Mountain,6862,4.33,252,36.81580,-103.88730,1,Union County,NM,mountain
16766,Navajo Mountain,10346,58.83,4236,37.03420,-110.86960,1,San Juan County,UT,mountain
16870,"Pennell, Mount",11420,10.60,3600,37.95670,-110.79070,0,Garfield County,UT,mount
17341,Dutch John Mountain,8860,9.87,2360,38.44760,-114.66950,1,Lincoln County,NV,mountain
17468,Sphinx Mountain,10876,7.06,2096,45.15760,-111.47950,1,Madison County,MT,mountain
18164,South Peak,11122,1.97,670,37.81120,-109.45700,2,San Juan County,UT,peak
18319,Pioneer Peak,10460,0.81,200,40.58070,-111.58920,2,Salt Lake County,UT,peak
18778,Nelson Peak,9359,10.18,1699,40.61370,-112.18750,2,Tooele County,UT,peak
19584,Deer Peak,8408,3.53,660,38.69330,-111.38050,2,Sevier County,UT,peak
22239,Mexican Mountain,6393,3.76,1333,39.00610,-110.47060,1,Emery County,UT,mountain
22674,Johnson Mountain,6120,0.85,640,37.17290,-112.98620,1,Washington County,UT,mountain
25321,Black Mountain,9350,1.61,410,45.33930,-113.00290,1,Beaverhead County,MT,mountain
26094,East Flattop Mountain,8356,2.39,636,48.73890,-113.52170,1,Glacier County,MT,mountain
33470,Bear Mountain,10744,7.80,1604,44.35770,-113.45260,1,Custer County,ID,mountain
33791,Sheep Creek Peak,9950,1.73,810,43.36880,-111.12830,2,Bonneville County,ID,peak
34109,Red Peak,9468,0.63,308,44.86110,-115.18870,2,Valley County,ID,peak
34280,Lake Mountain,9260,9.94,1120,45.02110,-114.08380,1,Lemhi County,ID,mountain
35651,Fenn Mountain,8021,27.23,1979,46.17710,-115.20460,1,Idaho County,ID,mountain
35931,Squirrel Mountain,7780,0.68,300,43.61250,-111.23360,1,Teton County,ID,mountain
36218,Arco Peak,7547,3.69,607,43.66660,-113.29970,2,Butte County,ID,peak
37738,Junction Mountain,6457,3.69,1437,46.69430,-115.27800,1,Clearwater County,ID,mountain
40402,Minkler Mountain,3398,1.73,588,47.37320,-116.96630,1,Kootenai County,ID,mountain
40702,Mummy Mountain,11527,3.21,816,36.29930,-115.64950,1,Clark County,NV,mountain
40769,Jarbidge Peak,10793,2.21,621,41.84040,-115.39030,2,Elko County,NV,peak
40777,McFarland Peak,10744,4.69,1181,36.34140,-115.72560,2,Clark County,NV,peak
48727,Emerald Peak,8422,1.13,762,48.11510,-120.62900,2,Chelan County,WA,peak
48761,Abernathy Peak,8321,2.63,821,48.47770,-120.52450,2,Okanogan County,WA,peak
48781,Sentinel Peak,8261,3.03,1681,48.35620,-121.04090,2,Chelan County,WA,peak
49515,Davis Peak,7051,2.98,1791,48.72940,-121.20260,2,Whatcom County,WA,peak
50263,Vesper Peak,6214,2.67,1594,48.01290,-121.51780,2,Snohomish County,WA,peak
50765,Lynx Mountain,5740,4.90,1760,48.37640,-118.42610,1,Ferry County,WA,mountain
50888,Loomis Mountain,5598,5.22,1418,48.68000,-121.84560,1,Whatcom County,WA,mountain
51835,Tongue Mountain,4838,1.94,1218,46.41320,-121.77120,1,Lewis County,WA,mountain
53966,Green Mountain,2902,2.26,802,46.47010,-122.35040,1,Lewis County,WA,mountain
59286,East Ord Mountain,6169,3.88,1509,34.63910,-116.76250,1,San Bernardino County,CA,mountain
60305,Sugarpine Mountain,5478,0.59,218,34.26030,-117.37710,1,San Bernardino County,CA,mountain
71084,Heliograph Peak,10022,3.80,956,32.65010,-109.84920,2,Graham County,AZ,peak
71265,Hutch Mountain,8532,32.58,1622,34.80190,-111.39010,1,Coconino County,AZ,mountain
71276,Ida Peak,8496,0.17,116,31.92510,-109.29760,2,Cochise County,AZ,peak
71332,Slate Mountain,8215,5.53,853,35.49430,-111.84260,1,Coconino County,AZ,mountain
80925,"Harriman, Mount",7979,4.00,1289,42.37320,-122.09290,0,Klamath County,OR,mount
88582,Debar Mountain,3310,4.60,1660,44.60330,-74.22030,1,Franklin County,NY,mountain
104093,Beartown Mountain,4689,25.65,1509,36.92750,-81.89620,1,Russell County,VA,mountain
104348,Big A Mountain,3705,11.58,1445,37.05250,-82.03570,1,Buchanan County,VA,mountain
104607,Grassy Mountain,3345,1.16,485,37.66730,-79.67720,1,Rockbridge County,VA,mountain
105471,Furnace Mountain,2657,1.16,237,38.24700,-78.76220,1,Rockingham County,VA,mountain
111813,Foster Mountain,1620,1.40,480,35.25930,-82.19940,1,Polk County,NC,mountain
113559,House Mountain,2090,5.02,1020,36.11190,-83.76670,1,Knox County,TN,mountain
117880,Midland Peak,2110,3.93,1140,35.05470,-94.40840,2,Sebastian County,AR,peak
1337,Morgan Peak,12474,1.32,174,39.58690,-105.84540,2,Summit County,CO,peak
1554,Saint Louis Peak,12246,2.42,346,39.79500,-105.93860,2,Grand County,CO,peak
1674,Mineral Mountain,12097,2.07,597,38.02390,-107.00590,1,Hinsdale County,CO,mountain
1838,Alberta Peak,11870,1.59,730,37.45590,-106.79500,2,Mineral County,CO,peak
1966,Boston Peak,11702,3.70,682,38.85190,-106.74450,2,Gunnison County,CO,peak
2286,Baxter Peak,11185,6.40,485,39.67440,-107.31810,2,Garfield County,CO,peak
2538,Big Bull Mountain,10832,3.32,842,38.71530,-105.11230,1,Teller County,CO,mountain
2635,Demijohn Peak,10690,1.11,750,37.56080,-106.67110,2,Rio Grande County,CO,peak
2672,Hat Mountain,10630,2.53,530,38.01860,-106.51390,1,Saguache County,CO,mountain
8422,Mud Peak,9508,0.63,248,43.43830,-111.01690,2,Teton County,WY,peak
3295,Captain Mountain,9900,2.65,160,39.63770,-105.52960,1,Clear Creek County,CO,mountain
4604,Old Man Mountain,8605,4.31,479,39.15350,-107.93960,1,Mesa County,CO,mountain
5996,Pole Mountain,7060,1.50,240,38.35530,-105.72910,1,Fremont County,CO,mountain
5997,"Zion, Mount",7059,3.63,79,39.74370,-105.24210,0,Jefferson County,CO,mount
7249,Independent Mountain,11653,0.91,473,42.65380,-109.18520,1,Sublette County,WY,mountain
100,Clinton Peak,13857,2.03,517,39.36820,-106.14860,2,Park County,CO,peak
124,Niagara Peak,13807,0.64,587,37.88920,-107.53360,2,San Juan County,CO,peak
981,Pintada Mountain,12840,1.97,620,37.49670,-106.40230,1,Rio Grande County,CO,mountain
9541,Cedar Mountain,7890,4.97,2480,44.49330,-109.16970,1,Park County,WY,mountain
11563,Osha Mountain,10885,2.71,369,36.30610,-105.33580,1,Taos County,NM,mountain
12038,North Peak,9100,3.21,188,34.09600,-107.19080,2,Socorro County,NM,peak
12404,Pi&ntilde;on Mountain,8528,3.91,388,33.63610,-107.34760,1,Socorro County,NM,mountain
13150,Elephant Mountain,8018,1.63,576,34.06860,-107.22540,1,Socorro County,NM,mountain
15540,Bell Top Mountain,5734,0.90,204,32.49620,-107.11780,1,Doña Ana County,NM,mountain
16760,Remmel Mountain,8685,16.80,4367,48.92340,-120.19700,1,Okanogan County,WA,mountain
16780,Pinal Peak,7848,58.09,4111,33.28230,-110.82120,2,Gila County,AZ,peak
16805,Hozomeen Mountain,8066,6.80,3949,48.98190,-121.01190,1,Whatcom County,WA,mountain
17139,State Line Peak,7990,10.44,2700,40.02990,-119.97920,2,Washoe County,NV,peak
17314,Maple Peak,8294,11.33,2394,33.34680,-109.10200,2,Greenlee County,AZ,peak
17543,Sunset Peak,10581,31.31,3761,44.85600,-112.14660,2,Madison County,MT,peak
17586,Hilgard Mountain,11533,5.36,2103,38.68410,-111.54380,1,Sevier County,UT,mountain
18163,Lookout Peak,11124,3.03,424,38.16030,-111.55600,2,Wayne County,UT,peak
18169,Box Elder Peak,11101,3.06,1641,40.49000,-111.69640,2,Utah County,UT,peak
21508,No Mans Mountain,6814,1.46,394,39.02470,-110.75290,1,Emery County,UT,mountain
22042,Cougar Mountain,6510,2.11,690,37.24900,-113.08340,1,Washington County,UT,mountain
25419,Canyon Peak,9155,12.24,2375,46.24500,-114.35400,2,Ravalli County,MT,peak
25450,Edwards Mountain,9072,1.04,1092,48.62260,-113.78740,1,Flathead County,MT,mountain
26328,"Oberlin, Mount",8180,0.84,691,48.70420,-113.73630,0,Flathead County,MT,mount
29209,Marcum Mountain,6165,5.46,1345,46.96790,-112.94380,1,Powell County,MT,mountain
32292,Tunnabora Peak,13563,1.14,604,36.60510,-118.28220,2,Inyo County,CA,peak
32886,Haydon Peak,11924,3.04,1674,60.26020,-140.98830,2,Yakutat,AK,peak
33307,Donaldson Peak,12023,0.66,323,44.06400,-113.70050,2,Custer County,ID,peak
34167,Potaman Peak,9376,7.70,1516,44.22050,-114.39660,2,Custer County,ID,peak
38992,Blacktail Mountain,5495,3.33,1115,48.72220,-116.93670,1,Bonner County,ID,mountain
39253,Little Mountain,5228,3.92,683,42.02710,-111.82570,1,Franklin County,ID,mountain
40718,Duckwater Peak,11175,1.89,495,38.93680,-115.42970,2,White Pine County,NV,peak
41370,Deer Mountain,8977,2.36,477,41.84210,-115.47120,1,Elko County,NV,mountain
49907,Edds Mountain,6580,1.61,504,48.55770,-118.53740,1,Ferry County,WA,mountain
50053,Baldy Mountain,6421,2.60,401,47.86370,-120.32900,1,Chelan County,WA,mountain
51217,Goat Mountain,5340,4.53,1000,48.01470,-119.98620,1,Okanogan County,WA,mountain
51384,Mica Peak,5205,5.50,1545,47.57340,-117.08170,2,Spokane County,WA,peak
52357,"Washington, Mount",4420,1.60,320,47.42620,-121.70010,0,King County,WA,mount
53462,Jumpoff Joe Mountain,3418,2.93,918,48.11790,-117.66530,1,Stevens County,WA,mountain
54873,Minot Peak,1780,9.61,1040,46.89200,-123.41700,2,Grays Harbor County,WA,peak
54906,Hugo Peak,1750,0.83,80,46.84220,-122.29260,2,Pierce County,WA,peak
56180,Johnson Peak,11064,0.84,324,37.83500,-119.34880,2,Tuolumne County,CA,peak
63603,El Cajon Mountain,3675,6.60,1975,32.91480,-116.82010,1,San Diego County,CA,mountain
65918,Oak Mountain,2706,0.86,286,33.51570,-116.97750,1,Riverside County,CA,mountain
76413,Sleeping Beauty Mountain,4420,0.59,440,33.20600,-111.02880,1,Pinal County,AZ,mountain
82081,Round Peak,5820,1.34,370,42.84220,-117.12230,2,Malheur County,OR,peak
85320,Bear Mountain,3698,6.72,1158,43.84280,-122.89170,1,Lane County,OR,mountain
85994,Onion Peak,3057,1.20,837,45.81600,-123.88470,2,Clatsop County,OR,peak
86875,Shellrock Mountain,2090,2.56,270,45.68410,-121.73730,1,Hood River County,OR,mountain
93799,Heart Mountain,4743,2.85,923,29.90100,-103.19390,1,Brewster County,TX,mountain
96444,Copper Mountain,6940,1.16,200,43.93750,-103.74150,1,Pennington County,SD,mountain
96452,Custer Peak,6804,7.24,654,44.24430,-103.73510,2,Lawrence County,SD,peak
100578,"Flume, Mount",4328,0.86,428,44.10880,-71.62780,0,Grafton County,NH,mount
100705,Big Coolidge Mountain,3294,2.17,554,44.07930,-71.64240,1,Grafton County,NH,mountain
109177,Mulatto Mountain,4319,3.28,1100,36.34800,-81.50560,1,Ashe County,NC,mountain
111904,Spencer Mountain,1250,10.16,460,35.29720,-81.11530,1,Gaston County,NC,mountain
1165,Avery Peak,12653,1.46,73,38.98550,-106.97700,2,Gunnison County,CO,peak
1195,Edith Mountain,12620,0.88,40,37.94240,-107.51270,1,Hinsdale County,CO,mountain
1289,Palmer Peak,12517,1.57,242,39.32000,-105.98990,2,Park County,CO,peak
1763,Shingle Peak,11996,3.65,736,39.90110,-107.20650,2,Garfield County,CO,peak
1791,Trout Mountain,11950,5.69,650,37.66310,-106.79200,1,Mineral County,CO,mountain
1901,Bald Mountain,11787,1.05,727,38.66100,-107.41010,1,Gunnison County,CO,mountain
2804,Eagle Mountain,10462,4.07,842,37.81570,-106.40710,1,Saguache County,CO,mountain
10665,Bessemer Mountain,6372,4.63,942,42.73800,-106.55370,1,Natrona County,WY,mountain
2912,Rudolph Mountain,10334,4.20,994,38.13970,-105.15640,1,Custer County,CO,mountain
3412,Ormes Peak,9727,6.77,1221,38.95060,-104.93500,2,El Paso County,CO,peak
3585,Steep Mountain,9538,2.03,238,40.34300,-105.62420,1,Larimer County,CO,mountain
4716,Lookout Mountain,8500,4.55,800,38.35060,-105.55470,1,Fremont County,CO,mountain
16627,Summit Mountain,8770,3.76,1830,48.35390,-113.37030,1,Flathead County,MT,mountain
6605,Haystack Mountain,5588,4.13,283,40.11120,-105.22450,1,Boulder County,CO,mountain
6948,Jojo Mountain,12561,3.02,541,43.96260,-109.27860,1,Park County,WY,mountain
7371,Guiterrez Peak,11362,0.82,666,43.08310,-109.70990,2,Sublette County,WY,peak
600,Powell Peak,13208,0.44,388,40.26600,-105.66470,2,Grand County,CO,peak
700,Fitzpatrick Peak,13112,2.08,958,38.69810,-106.45170,2,Chaffee County,CO,peak
898,"Julian, Mount",12928,7.18,1220,40.37110,-105.75750,0,Larimer County,CO,mount
11541,Aspen Peak,11109,2.09,249,35.80210,-105.80800,2,Santa Fe County,NM,peak
11715,Apache Kid Peak,10048,2.31,539,33.64140,-107.41520,2,Socorro County,NM,peak
11793,South Sandia Peak,9782,5.97,642,35.12030,-106.43050,2,Bernalillo County,NM,peak
12025,Little Alegres Mountain,9122,3.13,967,34.11380,-108.22330,1,Catron County,NM,mountain
12157,Lookout Mountain,8870,5.65,703,33.35220,-107.82160,1,Sierra County,NM,mountain
129288,Sawnee Mountain,1970,15.03,800,34.23670,-84.16050,1,Forsyth County,GA,mountain
134960,Musconetcong Mountain,992,9.35,462,40.63890,-75.05760,1,Hunterdon County,NJ,mountain
138595,Pole Mountain,9047,0.29,227,41.23200,-105.39010,1,Albany County,WY,mountain
162637,Twin Glacier Peak,4596,0.71,246,58.60350,-133.94100,2,Juneau,AK,peak
13368,Manzano Mountain,7610,3.62,670,35.04010,-106.42400,1,Bernalillo County,NM,mountain
13846,Ortiz Mountain,7219,2.86,569,35.74890,-106.14900,1,Santa Fe County,NM,mountain
16941,Paulina Peak,7984,29.52,3219,43.68920,-121.25470,2,Deschutes County,OR,peak
17033,North Loon Mountain,9322,31.70,2974,45.11260,-115.87300,1,Valley County,ID,mountain
17392,Sherman Peak,9682,15.45,2302,42.46520,-111.54910,2,Bear Lake County,ID,peak
17415,"Holmes, Mount",7998,4.09,2298,37.79760,-110.58310,0,Garfield County,UT,mount
17473,Sandstone Peak,3111,22.25,2206,34.12040,-118.93200,2,Ventura County,CA,peak
18285,Geyser Peak,10597,2.32,1177,38.52000,-111.48210,2,Sevier County,UT,peak
18646,Little Water Peak,9605,2.24,345,40.67190,-111.62780,2,Salt Lake County,UT,peak
23282,Deadman Peak,5725,2.75,215,38.69670,-111.15100,2,Emery County,UT,peak
24647,Iddings Peak,10936,1.96,1136,46.01360,-110.31690,2,Park County,MT,peak
24861,Big Horn Mountain,10275,3.02,1335,44.92380,-111.80000,1,Madison County,MT,mountain
26396,Elk Mountain,8140,1.64,560,44.65740,-111.60910,1,Beaverhead County,MT,mountain
26455,Curly Bear Mountain,8099,0.98,319,48.65890,-113.45580,1,Glacier County,MT,mountain
29626,Blacktail Mountain,5832,5.18,1132,46.99460,-113.27200,1,Powell County,MT,mountain
32264,"Winchell, Mount",13775,0.56,675,37.10460,-118.52610,0,Inyo County,CA,mount
33889,Palisades Peak,9778,2.14,398,43.44140,-111.08880,2,Bonneville County,ID,peak
36117,Buck Mountain,7620,3.21,720,42.66450,-111.07380,1,Caribou County,ID,mountain
39238,Tims Peak,5249,1.23,229,43.33530,-116.87050,2,Owyhee County,ID,peak
40926,Willow Peak,9967,2.34,240,36.38560,-115.77380,2,Clark County,NV,peak
48728,Dumbell Mountain,8421,2.53,1281,48.18010,-120.85870,1,Chelan County,WA,mountain
48963,Inspiration Peak,7940,0.28,320,48.77110,-121.28830,2,Whatcom County,WA,peak
49714,Foggy Peak,6810,1.16,750,47.99790,-121.36590,2,Snohomish County,WA,peak
50411,Chutla Peak,6020,0.56,440,46.75280,-121.77480,2,Lewis County,WA,peak
50479,Pigtail Peak,5961,1.89,181,46.62430,-121.38780,2,Yakima County,WA,peak
50663,Kendall Peak,5784,0.92,364,47.44300,-121.38470,2,Kittitas County,WA,peak
52337,Green Lookout Mountain,4442,3.62,912,45.86110,-122.12440,1,Skamania County,WA,mountain
52397,Timbered Peak,4381,5.82,1041,45.96720,-122.05180,2,Skamania County,WA,peak
55916,Barfoot Peak,8803,3.28,423,31.92070,-109.28110,2,Cochise County,AZ,peak
56498,Templeton Mountain,9975,3.38,1275,36.31460,-118.20670,1,Tulare County,CA,mountain
63812,Macks Peak,3587,1.05,177,34.62050,-117.30260,2,San Bernardino County,CA,peak
64784,Fremont Peak,3170,6.85,1015,36.75730,-121.50400,2,San Benito County,CA,peak
68959,Monserate Mountain,1567,0.95,617,33.37220,-117.14820,1,San Diego County,CA,mountain
69981,Bummer Peak,1150,1.66,130,38.70340,-123.02610,2,Sonoma County,CA,peak
71852,Wood Mountain,7326,4.32,1466,32.12140,-109.33370,1,Cochise County,AZ,mountain
77218,Black Mountain,3707,1.55,287,33.47170,-111.35010,1,Maricopa County,AZ,mountain
78050,Stewart Mountain,2988,3.75,1008,33.58220,-111.55810,1,Maricopa County,AZ,mountain
91633,"Gilligan, Mount",1394,1.23,66,44.13630,-73.61870,0,Essex County,NY,mount
101680,Nottingham Mountain,1345,0.98,280,43.17820,-71.30210,1,Rockingham County,NH,mountain
104155,Clinch Mountain,4150,3.58,890,37.03770,-81.53780,1,Tazewell County,VA,mountain
104221,Buffalo Mountain,3971,37.52,1381,36.79600,-80.47750,1,Floyd County,VA,mountain
104250,Poor Mountain,3928,23.76,1458,37.17950,-80.16260,1,Roanoke County,VA,mountain
107576,Namolokama Mountain,4421,5.02,1321,22.13110,-159.49570,1,Kauai County,HI,mountain
1711,Tiptop Peak,12053,1.53,33,39.58760,-105.85210,2,Summit County,CO,peak
2456,Green Mountain,10930,2.54,550,38.29030,-106.64780,1,Saguache County,CO,mountain
2607,Granite Peak,10740,2.49,400,37.60420,-107.34130,2,Hinsdale County,CO,peak
8129,Spruce Mountain,10003,11.27,423,41.20320,-106.21680,1,Albany County,WY,mountain
2982,Vance Peak,10241,1.24,61,39.66420,-105.47920,2,Clear Creek County,CO,peak
3447,"Robinson, Mount",9686,3.48,436,38.11390,-105.34540,0,Custer County,CO,mount
3764,Middle Mountain,9344,5.09,764,40.75910,-105.87170,1,Larimer County,CO,mountain
3925,Maryland Mountain,9203,1.53,423,39.81240,-105.50550,1,Gilpin County,CO,mountain
4048,"Bailey, Mount",9089,3.35,549,39.41520,-105.45970,0,Park County,CO,mount
4551,Shaefer Mountain,8646,1.70,746,37.31980,-107.54410,1,La Plata County,CO,mountain
5188,Yegge Peak,8072,2.04,252,39.54070,-105.22820,2,Jefferson County,CO,peak
5603,Ben Lomand Mountain,7636,3.04,296,39.12190,-104.90340,1,El Paso County,CO,mountain
5686,"Evelyn, Mount",7537,1.45,288,40.89470,-105.46240,0,Larimer County,CO,mount
6906,"Arrowhead, Mount",12972,0.32,472,43.14450,-109.67730,0,Sublette County,WY,mount
7108,Medicine Bow Peak,12013,40.78,3243,41.36030,-106.31760,2,Albany County,WY,peak
7658,Fish Creek Mountain,10820,2.38,1280,42.58860,-110.55580,1,Sublette County,WY,mountain
158,Grizzly Peak,13738,1.60,758,37.75620,-107.86190,2,San Juan County,CO,peak
1564,South Matchless Mountain,12233,1.50,733,38.81670,-106.66140,1,Gunnison County,CO,mountain
1697,Big Agnes Mountain,12060,1.53,1000,40.82970,-106.69230,1,Routt County,CO,mountain
11501,"Phillips, Mount",11741,7.53,2921,36.47660,-105.15940,0,Colfax County,NM,mount
11530,Greenie Peak,11249,4.18,709,36.76200,-105.37930,2,Taos County,NM,peak
11969,Gallo Peak,9255,4.82,875,34.03410,-108.63980,2,Catron County,NM,peak
12493,Red Mountain,8423,2.62,473,36.90750,-104.14950,1,Colfax County,NM,mountain
12667,San Andres Peak,8235,22.54,2525,32.67600,-106.53690,2,Doña Ana County,NM,peak
16770,Jack Mountain,9066,16.33,4206,48.77280,-120.95640,1,Whatcom County,WA,mountain
